Date,SPY
2023-09-14,433.8761901855469
2023-09-15,428.64874267578125
2023-09-18,428.90008544921875
2023-09-19,428.0105895996094
2023-09-20,424.0757751464844
2023-09-21,417.0664978027344
2023-09-22,416.1287536621094
2023-09-25,417.8785400390625
2023-09-26,411.7394714355469
2023-09-27,411.9037780761719
2023-09-28,414.2917785644531
2023-09-29,413.28631591796875
2023-10-02,413.1219482421875
2023-10-03,407.5918884277344
2023-10-04,410.5599365234375
2023-10-05,410.4052429199219
2023-10-06,415.2779235839844
2023-10-09,417.9366149902344
2023-10-10,420.1119079589844
2023-10-11,421.83282470703125
2023-10-12,419.26116943359375
2023-10-13,417.17279052734375
2023-10-16,421.5621032714844
2023-10-17,421.5427551269531
2023-10-18,415.92559814453125
2023-10-19,412.27117919921875
2023-10-20,407.2051696777344
2023-10-23,406.4993896484375
2023-10-24,409.5641784667969
2023-10-25,403.6860046386719
2023-10-26,398.85198974609375
2023-10-27,397.0440979003906
2023-10-30,401.79107666015625
2023-10-31,404.3144836425781
2023-11-01,408.6263427734375
2023-11-02,416.4574279785156
2023-11-03,420.2569580078125
2023-11-06,421.2237548828125
2023-11-07,422.4224853515625
2023-11-08,422.7319030761719
2023-11-09,419.43511962890625
2023-11-10,425.98040771484375
2023-11-13,425.57427978515625
2023-11-14,433.83074951171875
2023-11-15,434.7491455078125
2023-11-16,435.2809753417969
2023-11-17,435.8223876953125
2023-11-20,439.1771545410156
2023-11-21,438.219970703125
2023-11-22,439.91192626953125
2023-11-24,440.18255615234375
2023-11-27,439.3898620605469
2023-11-28,439.82489013671875
2023-11-29,439.5155029296875
2023-11-30,441.2460632324219
2023-12-01,443.8564453125
2023-12-04,441.52642822265625
2023-12-05,441.4394226074219
2023-12-06,439.6604919433594
2023-12-07,443.0152587890625
2023-12-08,444.9199523925781
2023-12-11,446.6504211425781
2023-12-12,448.69036865234375
2023-12-13,454.8779296875
2023-12-14,456.3377990722656
2023-12-15,455.58642578125
2023-12-18,458.1491394042969
2023-12-19,460.93505859375
2023-12-20,454.5478210449219
2023-12-21,458.8577575683594
2023-12-22,459.7799377441406
2023-12-26,461.7213439941406
2023-12-27,462.5561828613281
2023-12-28,462.73089599609375
2023-12-29,461.3913269042969
